125.939,120.526,118.628,82.7924,80.3254,76.6792,69.5997,66.3173,62.7905,46.291,28.5301,27.7296,13.751,8.70683,5.02251,
125.926,120.51,118.61,82.7741,80.3067,76.6663,69.6172,66.3871,62.9402,46.2459,28.3668,27.5553,13.5931,8.62175,4.96629,
125.915,120.495,118.594,82.7585,80.2903,76.6517,69.597,66.3805,62.9764,46.2815,28.2512,27.4242,13.3794,8.47431,4.83751,
125.904,120.482,118.579,82.7456,80.2767,76.6399,69.5764,66.3621,62.9659,46.3065,28.1994,27.3625,13.1695,8.28667,4.65448,
125.894,120.468,118.564,82.7337,80.2643,76.6295,69.5591,66.3466,62.9504,46.294,28.1811,27.34,13.0267,8.11894,4.44669,
125.884,120.456,118.551,82.7217,80.2519,76.6191,69.5441,66.3333,62.9369,46.2632,28.1653,27.3249,12.9681,8.00784,4.26508,
125.876,120.445,118.54,82.7105,80.24,76.6088,69.5291,66.3203,62.9238,46.2269,28.1531,27.3128,12.9675,7.96113,4.15164,
125.872,120.438,118.531,82.701,80.2298,76.5997,69.5155,66.3082,62.9114,46.1848,28.1406,27.3008,12.9841,7.95331,4.11142,
125.874,120.438,118.53,82.695,80.2231,76.5926,69.5049,66.2976,62.9003,46.1391,28.1137,27.2781,12.9929,7.95856,4.12539,
125.876,120.442,118.535,82.6949,80.2226,76.5916,69.498,66.29,62.8912,46.0904,28.0589,27.2233,12.9651,7.95412,4.15846,
125.869,120.439,118.533,82.699,80.2263,76.5927,69.4985,66.2881,62.8853,46.0441,27.9897,27.1487,12.8838,7.91665,4.18495,
125.855,120.423,118.517,82.6993,80.2273,76.595,69.5013,66.2898,62.8846,46.0021,27.919,27.0732,12.7717,7.84949,4.17975,
125.839,120.402,118.496,82.6882,80.2172,76.5907,69.5017,66.2909,62.8861,45.9651,27.8601,27.0098,12.6506,7.76295,4.12938,
125.887,120.436,118.523,82.6719,80.2004,76.5779,69.4932,66.2876,62.8869,45.9335,27.8142,26.9616,12.5497,7.66975,4.02839,
126.05,120.599,118.68,82.696,80.2164,76.5753,69.4832,66.2794,62.883,45.9123,27.7915,26.9424,12.4962,7.59482,3.89876,
126.113,120.723,118.822,82.8402,80.3521,76.6444,69.5148,66.287,62.8799,45.9047,27.8055,26.9592,12.4934,7.55536,3.76823,
126.039,120.674,118.793,82.9927,80.5059,76.8034,69.6801,66.3714,62.9093,45.8988,27.8249,26.9786,12.5146,7.5488,3.6942,
125.934,120.552,118.666,82.9757,80.5078,76.8769,69.8672,66.549,63.0352,45.894,27.8177,26.969,12.5079,7.54445,3.63843,
125.863,120.45,118.554,82.8611,80.4062,76.8001,69.8727,66.619,63.1773,45.9214,27.7915,26.9376,12.4706,7.5174,3.61587,
125.825,120.389,118.485,82.7532,80.2955,76.689,69.7443,66.5533,63.1781,46.0157,27.7702,26.9102,12.4135,7.47312,3.60263,
125.807,120.362,118.455,82.6783,80.2142,76.6119,69.6177,66.441,63.0932,46.1028,27.7756,26.9097,12.35,7.42358,3.60872,
125.8,120.349,118.441,82.636,80.1673,76.5601,69.5209,66.3429,62.9926,46.1265,27.7924,26.9249,12.3002,7.37886,3.6412,
125.796,120.344,118.434,82.6165,80.1452,76.5349,69.4601,66.2766,62.9135,46.0905,27.7823,26.9161,12.2706,7.34934,3.69807,
125.793,120.34,118.431,82.6066,80.1337,76.5221,69.4251,66.2465,62.859,45.994,27.7391,26.8741,12.2409,7.33197,3.78126,
125.79,120.336,118.426,82.6017,80.1277,76.515,69.405,66.2164,62.8239,45.8685,27.6651,26.8008,12.1926,7.31265,3.84266,
