245414.318200	188760.849000	47780
245414.318200	189510.849000	46929
245664.318200	188510.849000	48060
245664.318200	189260.849000	47215
245914.318200	188510.849000	48061
245914.318200	189010.849000	47500
246164.318200	188760.849000	47783
246414.318200	188260.849000	48341
246414.318200	188760.849000	47784
246664.318200	188260.849000	48342
246914.318200	188760.849000	47786
247164.318200	188260.849000	48344
247164.318200	188510.849000	48066
247414.318200	187760.849000	48906
247414.318200	188260.849000	48345
247664.318200	188010.849000	48626
247664.318200	188260.849000	48346
247914.318200	188010.849000	48627
248164.318200	188010.849000	48628
248414.318200	187510.849000	49190
248664.318200	188260.849000	48350
249414.318200	188510.849000	48075
250664.318200	188510.849000	48080
251164.318200	188510.849000	48082
251414.318200	188510.849000	48083
251414.318200	189260.849000	47238
251914.318200	189260.849000	47240
252164.318200	189510.849000	46956
253664.318200	189260.849000	47247
254664.318200	189260.849000	47251
254914.318200	189510.849000	46967
254914.318200	189760.849000	46683
255414.318200	189010.849000	47538
255664.318200	188760.849000	47821
255914.318200	188510.849000	48101
256914.318200	188010.849000	48663
256914.318200	188260.849000	48383
257164.318200	187510.849000	49225
257414.318200	187260.849000	49506
257664.318200	186510.849000	50352
257664.318200	187010.849000	49787
257914.318200	186760.849000	50070
258164.318200	186510.849000	50354
258414.318200	185510.849000	51484
258414.318200	186260.849000	50637
258664.318200	186010.849000	50920
258914.318200	185510.849000	51486
259164.318200	185260.849000	51768
259414.318200	185260.849000	51769
259664.318200	184760.849000	52343
259664.318200	185260.849000	51770
259914.318200	185010.849000	52056
259914.318200	185260.849000	51771
260164.318200	185010.849000	52057
260414.318200	184760.849000	52346
260414.318200	185010.849000	52058
260664.318200	184510.849000	52636
260914.318200	184010.849000	53214
261414.318200	183510.849000	53789
261664.318200	183260.849000	54078
262414.318200	182760.849000	54666
262664.318200	182510.849000	54967
262664.318200	182760.849000	54667
262914.318200	179760.849000	58261
262914.318200	181760.849000	55879
262914.318200	182260.849000	55270
263164.318200	178760.849000	59336
263164.318200	181260.849000	56489
263164.318200	181510.849000	56184
263164.318200	182010.849000	55575
263414.318200	179010.849000	59074
263414.318200	179260.849000	58812
263414.318200	179510.849000	58540
263414.318200	179760.849000	58263
263664.318200	178760.849000	59338
263664.318200	180010.849000	57983
264414.318200	178010.849000	60117
264664.318200	177760.849000	60371
265164.318200	177010.849000	61121
265414.318200	176260.849000	61812
265414.318200	176760.849000	61358
265664.318200	176510.849000	61587
266164.318200	176010.849000	62038
266164.318200	176510.849000	61589
266414.318200	176260.849000	61816
267164.318200	175760.849000	62263
267414.318200	175260.849000	62688
267414.318200	175510.849000	62477
267664.318200	174010.849000	63640
267914.318200	174260.849000	63461
268164.318200	174010.849000	63642
269164.318200	173510.849000	63986
269414.318200	164260.849000	69045
269664.318200	171760.849000	64977
269914.318200	164510.849000	68936
269914.318200	171010.849000	65387
269914.318200	171260.849000	65251
269914.318200	172760.849000	64434
270164.318200	170760.849000	65523
270164.318200	172260.849000	64711
270414.318200	165760.849000	68292
270664.318200	165510.849000	68430
270914.318200	170510.849000	65659
270914.318200	170760.849000	65526
271164.318200	166010.849000	68156
271164.318200	166760.849000	67724
271164.318200	167260.849000	67436
271164.318200	170260.849000	65793
271414.318200	166260.849000	68013
271414.318200	167510.849000	67295
271414.318200	168760.849000	66592
271414.318200	169010.849000	66456
271414.318200	169260.849000	66321
271414.318200	170010.849000	65926
271664.318200	169510.849000	66190
271664.318200	169760.849000	66058
