210164.318200	225260.849000	16721
210164.318200	227010.849000	15136
210414.318200	225010.849000	16954
211164.318200	224260.849000	17659
211414.318200	224260.849000	17660
213414.318200	222260.849000	19546
213664.318200	225260.849000	16735
213914.318200	221510.849000	20233
214164.318200	221510.849000	20234
214164.318200	223260.849000	18614
214164.318200	225010.849000	16969
214414.318200	221260.849000	20462
214414.318200	223510.849000	18381
214664.318200	223260.849000	18616
214914.318200	220510.849000	21154
214914.318200	221010.849000	20691
215914.318200	219760.849000	21901
215914.318200	221260.849000	20468
216414.318200	219010.849000	22616
216414.318200	219510.849000	22147
216664.318200	203010.849000	34293
216664.318200	222010.849000	19789
216914.318200	203760.849000	33745
216914.318200	205260.849000	32746
216914.318200	205510.849000	32584
217164.318200	203010.849000	34295
217164.318200	222260.849000	19561
217414.318200	202510.849000	34691
217414.318200	203010.849000	34296
217414.318200	205260.849000	32748
217414.318200	205510.849000	32586
217414.318200	205760.849000	32422
217414.318200	206760.849000	31771
217414.318200	208760.849000	30445
217414.318200	209010.849000	30278
217414.318200	210260.849000	29423
217414.318200	219260.849000	22389
217414.318200	221260.849000	20474
217414.318200	221760.849000	20020
217664.318200	202260.849000	34890
217664.318200	202760.849000	34491
217664.318200	203010.849000	34297
217664.318200	205010.849000	32910
217664.318200	208010.849000	30948
217664.318200	209260.849000	30110
217664.318200	210010.849000	29596
217664.318200	210510.849000	29252
217664.318200	218760.849000	22850
217914.318200	202260.849000	34891
217914.318200	202760.849000	34492
217914.318200	204760.849000	33074
217914.318200	209010.849000	30280
217914.318200	210260.849000	29425
217914.318200	210760.849000	29080
217914.318200	221510.849000	20249
218164.318200	202010.849000	35089
218164.318200	202510.849000	34694
218164.318200	202760.849000	34493
218164.318200	208010.849000	30950
218164.318200	210760.849000	29081
218164.318200	215510.849000	25549
218414.318200	202010.849000	35090
218414.318200	202510.849000	34695
218414.318200	210260.849000	29427
218414.318200	215260.849000	25748
218414.318200	216510.849000	24747
218664.318200	202010.849000	35091
218664.318200	202510.849000	34696
218664.318200	210760.849000	29083
218664.318200	211010.849000	28909
218664.318200	215510.849000	25551
218664.318200	215760.849000	25352
218664.318200	216010.849000	25152
218664.318200	216260.849000	24951
218664.318200	218260.849000	23297
218664.318200	218510.849000	23078
218914.318200	202010.849000	35092
218914.318200	202510.849000	34697
218914.318200	210510.849000	29257
218914.318200	211010.849000	28910
218914.318200	214510.849000	26323
219164.318200	202260.849000	34896
219164.318200	202510.849000	34698
219414.318200	202260.849000	34897
219414.318200	203260.849000	34114
219414.318200	203510.849000	33930
219414.318200	213760.849000	26887
219664.318200	203010.849000	34305
219664.318200	212260.849000	27996
219664.318200	213760.849000	26888
219914.318200	203260.849000	34116
219914.318200	203510.849000	33932
219914.318200	214260.849000	26514
220164.318200	202510.849000	34702
220164.318200	202760.849000	34501
220164.318200	203260.849000	34117
220164.318200	204510.849000	33247
220164.318200	213760.849000	26890
220164.318200	214260.849000	26515
220414.318200	204010.849000	33586
220414.318200	213510.849000	27077
220414.318200	214010.849000	26704
220664.318200	204010.849000	33587
220664.318200	213760.849000	26892
221164.318200	204260.849000	33420
221414.318200	203510.849000	33938
221414.318200	204010.849000	33590
221664.318200	174010.849000	63561
221664.318200	203760.849000	33764
221914.318200	175760.849000	62152
221914.318200	176260.849000	61707
221914.318200	203510.849000	33940
222164.318200	176010.849000	61932
222164.318200	202760.849000	34509
222164.318200	203260.849000	34125
222164.318200	203510.849000	33941
222414.318200	202510.849000	34711
222414.318200	203010.849000	34316
222664.318200	176010.849000	61934
222664.318200	176510.849000	61483
222664.318200	178760.849000	59216
222664.318200	179010.849000	58952
222664.318200	179510.849000	58405
222914.318200	176760.849000	61254
222914.318200	178510.849000	59480
222914.318200	201760.849000	35303
222914.318200	202510.849000	34713
223164.318200	177010.849000	61014
223164.318200	178260.849000	59741
223164.318200	202010.849000	35109
223164.318200	202260.849000	34912
223414.318200	176510.849000	61486
223414.318200	177010.849000	61015
223414.318200	178010.849000	60002
223414.318200	178510.849000	59482
223414.318200	180010.849000	57840
223414.318200	181760.849000	55721
223414.318200	202010.849000	35110
223664.318200	180760.849000	56940
223664.318200	181010.849000	56635
223664.318200	181260.849000	56331
223664.318200	181510.849000	56026
223664.318200	202010.849000	35111
223914.318200	177760.849000	60261
223914.318200	201510.849000	35500
223914.318200	202010.849000	35112
224164.318200	182010.849000	55419
224164.318200	202010.849000	35113
224414.318200	181260.849000	56334
224414.318200	181760.849000	55725
224414.318200	202010.849000	35114
224664.318200	181010.849000	56639
224664.318200	202010.849000	35115
224914.318200	181260.849000	56336
224914.318200	202010.849000	35116
225164.318200	202010.849000	35117
225414.318200	202010.849000	35118
225664.318200	180760.849000	56948
225664.318200	181260.849000	56339
225664.318200	181760.849000	55730
226164.318200	181760.849000	55732
226414.318200	181760.849000	55733
226414.318200	201510.849000	35510
226664.318200	181510.849000	56038
226914.318200	201510.849000	35512
227164.318200	201260.849000	35712
227414.318200	181010.849000	56650
227414.318200	181510.849000	56041
227414.318200	201010.849000	35910
227664.318200	181760.849000	55738
227664.318200	182010.849000	55433
227664.318200	201260.849000	35714
228164.318200	181760.849000	55740
228164.318200	182010.849000	55435
228414.318200	182260.849000	55132
228664.318200	182510.849000	54831
228664.318200	201260.849000	35718
228914.318200	201510.849000	35520
229164.318200	184010.849000	53087
229414.318200	197510.849000	38897
229414.318200	201510.849000	35522
229664.318200	197260.849000	39118
229664.318200	199510.849000	37145
229914.318200	184010.849000	53090
229914.318200	197010.849000	39339
229914.318200	197510.849000	38899
229914.318200	197760.849000	38678
229914.318200	198010.849000	38459
229914.318200	200260.849000	36517
229914.318200	201260.849000	35723
230164.318200	196760.849000	39560
230164.318200	197260.849000	39120
230164.318200	198760.849000	37803
230164.318200	199260.849000	37365
230414.318200	184760.849000	52226
230414.318200	196760.849000	39561
230664.318200	196760.849000	39562
230914.318200	184510.849000	52517
231414.318200	185010.849000	51942
231414.318200	186260.849000	50529
231414.318200	196260.849000	40007
231664.318200	185510.849000	51377
231664.318200	185760.849000	51094
231664.318200	196510.849000	39786
231914.318200	185260.849000	51659
231914.318200	186760.849000	49966
232664.318200	194510.849000	41665
232914.318200	187260.849000	49408
232914.318200	195010.849000	41179
233164.318200	187510.849000	49129
233414.318200	187010.849000	49690
233414.318200	192510.849000	43666
233414.318200	194510.849000	41668
233664.318200	192260.849000	43925
233914.318200	189010.849000	47452
233914.318200	191260.849000	44956
233914.318200	192260.849000	43926
233914.318200	193510.849000	42653
234164.318200	191010.849000	45223
235664.318200	187760.849000	48859
235664.318200	188260.849000	48298
236164.318200	188510.849000	48022
236664.318200	188010.849000	48582
236664.318200	188510.849000	48024
237164.318200	188260.849000	48304
237414.318200	188260.849000	48305
237914.318200	187760.849000	48868
238164.318200	188260.849000	48308
238414.318200	187510.849000	49150
238664.318200	187510.849000	49151
238914.318200	187260.849000	49432
239414.318200	187260.849000	49434
239664.318200	186760.849000	49997
239914.318200	186510.849000	50281
240164.318200	186260.849000	50564
240414.318200	186010.849000	50847
240664.318200	185760.849000	51130
240914.318200	185510.849000	51414
241164.318200	185510.849000	51415
241414.318200	185760.849000	51133
241664.318200	185760.849000	51134
241914.318200	185010.849000	51984
241914.318200	185760.849000	51135
242164.318200	185260.849000	51700
242164.318200	185760.849000	51136
242414.318200	185510.849000	51420
242414.318200	186260.849000	50573
242414.318200	187760.849000	48886
242414.318200	188010.849000	48605
242664.318200	186010.849000	50856
242914.318200	186510.849000	50293
242914.318200	188010.849000	48607
242914.318200	188260.849000	48327
242914.318200	188510.849000	48049
243164.318200	188510.849000	48050
243164.318200	188760.849000	47771
243164.318200	189260.849000	47205
243414.318200	188760.849000	47772
243414.318200	189010.849000	47490
243414.318200	189510.849000	46921
243664.318200	189010.849000	47491
243914.318200	189260.849000	47208
244164.318200	189260.849000	47209
244164.318200	190010.849000	46358
244414.318200	189260.849000	47210
244664.318200	189510.849000	46926
244664.318200	190010.849000	46360
244914.318200	189260.849000	47212
244914.318200	189760.849000	46643
245164.318200	189010.849000	47497
245164.318200	189510.849000	46928
