River,Reach,Station,MAX_WL
Seomjin,main,87.000,59.686829
Seomjin,main,86.800,59.606483
Seomjin,main,86.600,59.419224
Seomjin,main,86.400,59.011337
Seomjin,main,86.200,58.597660
Seomjin,main,86.000,58.241558
Seomjin,main,85.853,57.931038
Seomjin,main,85.800,57.737366
Seomjin,main,85.600,57.571381
Seomjin,main,85.400,57.383255
Seomjin,main,85.200,57.129498
Seomjin,main,85.000,56.913818
Seomjin,main,84.800,56.784492
Seomjin,main,84.600,56.661232
Seomjin,main,84.400,56.491753
Seomjin,main,84.200,56.204041
Seomjin,main,84.000,55.609871
Seomjin,main,83.800,54.897854
Seomjin,main,83.600,54.394402
Seomjin,main,83.400,53.958450
Seomjin,main,83.200,53.309891
Seomjin,main,83.000,52.719803
Seomjin,main,82.800,52.490402
Seomjin,main,82.737,52.414204
Seomjin,main,82.600,52.364368
Seomjin,main,82.400,52.282391
Seomjin,main,82.200,52.164383
Seomjin,main,82.000,52.029022
Seomjin,main,81.800,51.878807
Seomjin,main,81.600,51.756680
Seomjin,main,81.400,51.651089
Seomjin,main,81.200,51.509850
Seomjin,main,81.092,51.325890
Seomjin,main,81.000,51.146072
Seomjin,main,80.800,51.020973
Seomjin,main,80.677,50.963898
Seomjin,main,80.600,50.899799
Seomjin,main,80.400,50.773674
Seomjin,main,80.200,50.629158
Seomjin,main,80.000,50.525314
Seomjin,main,79.880,50.485695
Seomjin,main,79.800,50.477215
Seomjin,main,79.758,50.461052
Seomjin,main,79.600,50.432644
Seomjin,main,79.400,50.395111
Seomjin,main,79.200,50.365623
Seomjin,main,79.000,50.347008
Seomjin,main,78.800,50.334274
Seomjin,main,78.600,50.323456
Seomjin,main,78.400,50.313732
Seomjin,main,78.200,50.307381
Seomjin,main,78.000,50.305428
Seomjin,main,77.800,50.304943
Seomjin,main,77.700,50.304668
Seomjin,main,77.670,50.358131
Seomjin,main,77.613,50.099064
Seomjin,main,77.400,49.740833
Seomjin,main,77.200,49.570564
Seomjin,main,77.000,49.357208
Seomjin,main,76.800,49.153252
Seomjin,main,76.600,48.993523
Seomjin,main,76.400,48.890575
Seomjin,main,76.200,48.746094
Seomjin,main,76.000,48.542706
Seomjin,main,75.800,48.352150
Seomjin,main,75.753,48.203323
Seomjin,main,75.600,47.953842
Seomjin,main,75.400,47.558434
Seomjin,main,75.200,47.224678
Seomjin,main,75.000,47.106384
Seomjin,main,74.956,47.086197
Seomjin,main,74.800,47.040585
Seomjin,main,74.600,46.960876
Seomjin,main,74.400,46.860207
Seomjin,main,74.200,46.774139
Seomjin,main,74.000,46.701691
Seomjin,main,73.800,46.632988
Seomjin,main,73.600,46.574722
Seomjin,main,73.416,46.495228
Seomjin,main,73.364,46.384727
Seomjin,main,73.200,46.261738
Seomjin,main,73.000,46.187599
Seomjin,main,72.800,46.152496
Seomjin,main,72.600,46.085060
Seomjin,main,72.400,46.018570
Seomjin,main,72.200,45.898163
Seomjin,main,71.964,45.572289
Seomjin,main,71.800,45.238068
Seomjin,main,71.600,45.077980
Seomjin,main,71.400,44.822517
Seomjin,main,71.200,44.309090
Seomjin,main,71.000,43.973480
Seomjin,main,70.800,43.888195
Seomjin,main,70.600,43.741333
Seomjin,main,70.400,43.663338
Seomjin,main,70.200,43.585945
Seomjin,main,70.000,43.350559
Seomjin,main,69.800,43.185520
Seomjin,main,69.667,43.136539
Seomjin,main,69.600,43.057304
Seomjin,main,69.400,42.923737
Seomjin,main,69.200,42.682289
Seomjin,main,69.000,42.348129
Seomjin,main,68.800,41.970284
Seomjin,main,68.600,41.720161
Seomjin,main,68.400,41.658150
Seomjin,main,68.200,41.580978
Seomjin,main,68.000,41.412495
Seomjin,main,67.800,41.224007
Seomjin,main,67.600,40.997917
Seomjin,main,67.432,40.675972
Seomjin,main,67.200,40.354004
Seomjin,main,67.152,40.004982
Seomjin,main,67.000,39.841682
Seomjin,main,66.800,39.788643
Seomjin,main,66.600,39.649864
Seomjin,main,66.421,39.551399
Seomjin,main,66.336,39.321800
Seomjin,main,66.200,39.006386
Seomjin,main,66.000,38.770954
Seomjin,main,65.800,38.623695
Seomjin,main,65.600,38.484699
Seomjin,main,65.400,38.310783
Seomjin,main,65.200,38.131603
Seomjin,main,65.000,37.908333
Seomjin,main,64.800,37.775333
Seomjin,main,64.715,37.759708
Seomjin,main,64.600,37.676937
Seomjin,main,64.400,37.524307
Seomjin,main,64.200,37.410706
Seomjin,main,64.000,37.324669
Seomjin,main,63.800,37.190704
Seomjin,main,63.600,37.066803
Seomjin,main,63.400,36.969116
Seomjin,main,63.200,36.898788
Seomjin,main,63.000,36.842686
Seomjin,main,62.800,36.778900
Seomjin,main,62.600,36.703388
Seomjin,main,62.400,36.643700
Seomjin,main,62.162,36.641556
Seomjin,main,62.000,36.687168
Seomjin,boseong,25.970,66.329002
Seomjin,boseong,25.770,66.387497
Seomjin,boseong,25.570,66.548721
Seomjin,boseong,25.370,66.283539
Seomjin,boseong,25.283,65.762749
Seomjin,boseong,25.170,65.418839
Seomjin,boseong,24.970,65.097977
Seomjin,boseong,24.744,64.718246
Seomjin,boseong,24.542,64.398499
Seomjin,boseong,24.370,64.141205
Seomjin,boseong,24.287,63.844002
Seomjin,boseong,24.170,63.573502
Seomjin,boseong,23.970,63.340000
Seomjin,boseong,23.740,63.136497
Seomjin,boseong,23.540,62.958374
Seomjin,boseong,23.340,62.754761
Seomjin,boseong,23.140,62.446808
Seomjin,boseong,22.940,62.158501
Seomjin,boseong,22.740,61.929279
Seomjin,boseong,22.540,61.685165
Seomjin,boseong,22.340,61.428249
Seomjin,boseong,22.162,61.189468
Seomjin,boseong,22.103,60.903618
Seomjin,boseong,21.940,60.485252
Seomjin,boseong,21.740,60.159500
Seomjin,boseong,21.540,59.983250
Seomjin,boseong,21.320,59.886757
Seomjin,boseong,21.170,59.761250
Seomjin,boseong,20.970,59.650749
Seomjin,boseong,20.800,59.558128
Seomjin,boseong,20.590,59.439117
Seomjin,boseong,20.390,59.279503
Seomjin,boseong,20.190,59.117451
Seomjin,boseong,19.990,58.912720
Seomjin,boseong,19.790,58.692001
Seomjin,boseong,19.575,58.481003
Seomjin,boseong,19.375,58.289001
Seomjin,boseong,19.160,58.112381
Seomjin,boseong,18.960,57.887718
Seomjin,boseong,18.760,57.681252
Seomjin,boseong,18.560,57.552498
Seomjin,boseong,18.360,57.499222
Seomjin,boseong,18.160,57.433178
Seomjin,boseong,17.970,57.318916
Seomjin,boseong,17.770,57.178848
Seomjin,boseong,17.570,57.044891
Seomjin,boseong,17.370,56.894890
Seomjin,boseong,17.170,56.729645
Seomjin,boseong,16.970,56.566357
Seomjin,boseong,16.796,56.302147
Seomjin,boseong,16.648,55.977997
Seomjin,boseong,16.555,55.802727
Seomjin,boseong,16.355,55.671520
Seomjin,boseong,16.155,55.467453
Seomjin,boseong,15.960,55.259171
Seomjin,boseong,15.765,55.051342
Seomjin,boseong,15.565,54.896973
Seomjin,boseong,15.365,54.767685
Seomjin,boseong,15.165,54.585770
Seomjin,boseong,14.965,54.373970
Seomjin,boseong,14.770,54.180580
Seomjin,boseong,14.570,54.021683
Seomjin,boseong,14.385,53.764633
Seomjin,boseong,14.190,53.527592
Seomjin,boseong,13.990,53.417938
Seomjin,boseong,13.790,53.298851
Seomjin,boseong,13.590,53.213120
Seomjin,boseong,13.395,53.141369
Seomjin,boseong,13.190,53.041252
Seomjin,boseong,12.990,52.880009
Seomjin,boseong,12.805,52.662659
Seomjin,boseong,12.610,52.441681
Seomjin,boseong,12.410,52.189240
Seomjin,boseong,12.210,51.952576
Seomjin,boseong,12.010,51.789398
Seomjin,boseong,11.810,51.642971
Seomjin,boseong,11.733,51.489281
Seomjin,boseong,11.610,51.340107
Seomjin,boseong,11.410,51.168999
Seomjin,boseong,11.210,50.866856
Seomjin,boseong,11.010,50.539661
Seomjin,boseong,10.810,50.072773
Seomjin,boseong,10.600,49.665504
Seomjin,boseong,10.400,49.460785
Seomjin,boseong,10.200,49.205345
Seomjin,boseong,10.000,49.037437
Seomjin,boseong,9.800,48.872242
Seomjin,boseong,9.600,48.590248
Seomjin,boseong,9.400,48.367989
Seomjin,boseong,9.200,48.208775
Seomjin,boseong,9.000,48.041710
Seomjin,boseong,8.800,47.899017
Seomjin,boseong,8.600,47.708954
Seomjin,boseong,8.400,47.405342
Seomjin,boseong,8.200,47.040718
Seomjin,boseong,8.000,46.764175
Seomjin,boseong,7.800,46.458763
Seomjin,boseong,7.600,46.023399
Seomjin,boseong,7.400,45.609989
Seomjin,boseong,7.200,45.277641
Seomjin,boseong,7.000,45.100311
Seomjin,boseong,6.800,44.878418
Seomjin,boseong,6.600,44.551682
Seomjin,boseong,6.400,44.324524
Seomjin,boseong,6.200,44.081306
Seomjin,boseong,6.000,43.800697
Seomjin,boseong,5.800,43.480522
Seomjin,boseong,5.600,43.166595
Seomjin,boseong,5.400,42.896179
Seomjin,boseong,5.285,42.687164
Seomjin,boseong,5.200,42.401955
Seomjin,boseong,5.000,42.045486
Seomjin,boseong,4.800,41.689968
Seomjin,boseong,4.600,41.200279
Seomjin,boseong,4.400,40.834518
Seomjin,boseong,4.200,40.628128
Seomjin,boseong,4.000,40.309807
Seomjin,boseong,3.790,39.915977
Seomjin,boseong,3.590,39.523590
Seomjin,boseong,3.390,39.156898
Seomjin,boseong,3.190,38.836746
Seomjin,boseong,2.990,38.636490
Seomjin,boseong,2.790,38.421875
Seomjin,boseong,2.600,37.951569
Seomjin,boseong,2.400,37.624435
Seomjin,boseong,2.200,37.489578
Seomjin,boseong,2.000,37.304466
Seomjin,boseong,1.800,37.175327
Seomjin,boseong,1.600,37.070549
Seomjin,boseong,1.400,36.927685
Seomjin,boseong,1.200,36.827850
Seomjin,boseong,1.000,36.776321
Seomjin,boseong,0.800,36.720707
Seomjin,boseong,0.600,36.673409
Seomjin,boseong,0.400,36.637306
Seomjin,boseong,0.170,36.621544
Seomjin,boseong,0.000,36.650658
Seomjin,boseong,-1.000,36.687168
Seomjin,main_down,61.800,36.687168
Seomjin,main_down,61.667,36.042000
Seomjin,main_down,61.600,35.696487
Seomjin,main_down,61.400,35.532730
Seomjin,main_down,61.200,35.367405
Seomjin,main_down,61.000,35.234375
Seomjin,main_down,60.800,35.087833
Seomjin,main_down,60.600,34.896194
Seomjin,main_down,60.400,34.518333
Seomjin,main_down,60.200,33.878105
Seomjin,main_down,60.106,33.497581
Seomjin,main_down,60.000,33.513687
Seomjin,main_down,59.800,33.475559
Seomjin,main_down,59.600,33.390121
Seomjin,main_down,59.400,33.271904
Seomjin,main_down,59.200,32.991997
Seomjin,main_down,59.000,32.702560
Seomjin,main_down,58.800,32.519073
Seomjin,main_down,58.600,32.475777
Seomjin,main_down,58.400,32.521858
Seomjin,main_down,58.200,32.377995
Seomjin,main_down,58.000,32.154839
Seomjin,main_down,57.800,32.034180
Seomjin,main_down,57.600,31.885864
Seomjin,main_down,57.528,31.766560
Seomjin,main_down,57.400,31.705755
Seomjin,main_down,57.200,31.549915
Seomjin,main_down,57.000,31.385403
Seomjin,main_down,56.800,31.171288
Seomjin,main_down,56.600,30.916325
Seomjin,main_down,56.400,30.640381
Seomjin,main_down,56.200,30.265966
Seomjin,main_down,56.000,30.006550
Seomjin,main_down,55.800,29.839001
Seomjin,main_down,55.600,29.643665
Seomjin,main_down,55.400,29.445972
Seomjin,main_down,55.200,29.282898
Seomjin,main_down,55.127,29.169266
Seomjin,main_down,55.000,29.084248
Seomjin,main_down,54.920,29.067719
Seomjin,main_down,54.800,28.978951
Seomjin,main_down,54.600,28.827446
Seomjin,main_down,54.400,28.725367
Seomjin,main_down,54.200,28.578861
Seomjin,main_down,53.983,28.348415
Seomjin,main_down,53.800,28.159767
Seomjin,main_down,53.600,28.048473
Seomjin,main_down,53.400,27.945400
Seomjin,main_down,53.200,27.869057
Seomjin,main_down,53.108,27.785702
Seomjin,main_down,53.000,27.720360
Seomjin,main_down,52.917,27.708138
Seomjin,main_down,52.800,27.523245
Seomjin,main_down,52.600,27.294506
Seomjin,main_down,52.400,27.083244
Seomjin,main_down,52.200,26.854126
Seomjin,main_down,52.000,26.652670
Seomjin,main_down,51.800,26.407150
Seomjin,main_down,51.600,26.267910
Seomjin,main_down,51.400,26.161678
Seomjin,main_down,51.200,26.008427
Seomjin,main_down,51.000,25.872959
Seomjin,main_down,50.800,25.749527
Seomjin,main_down,50.600,25.621758
Seomjin,main_down,50.400,25.487377
Seomjin,main_down,50.247,25.346008
Seomjin,main_down,50.200,25.234840
Seomjin,main_down,50.000,25.109020
Seomjin,main_down,49.800,24.949310
Seomjin,main_down,49.600,24.799835
Seomjin,main_down,49.400,24.660669
Seomjin,main_down,49.200,24.529909
Seomjin,main_down,48.995,24.424400
Seomjin,main_down,48.842,24.344429
Seomjin,main_down,48.800,24.235037
Seomjin,main_down,48.600,24.100683
Seomjin,main_down,48.400,23.980946
Seomjin,main_down,48.200,23.873987
Seomjin,main_down,48.000,23.778893
Seomjin,main_down,47.800,23.713327
Seomjin,main_down,47.600,23.659878
Seomjin,main_down,47.555,23.593731
Seomjin,main_down,47.400,23.487392
Seomjin,main_down,47.276,23.345459
Seomjin,main_down,47.200,23.289700
Seomjin,main_down,47.000,23.255264
Seomjin,main_down,46.800,23.195297
Seomjin,main_down,46.600,23.089214
Seomjin,main_down,46.400,22.876446
Seomjin,main_down,46.200,22.702019
Seomjin,main_down,46.000,22.548542
Seomjin,main_down,45.800,22.302994
Seomjin,main_down,45.600,22.079086
Seomjin,main_down,45.400,21.952337
Seomjin,main_down,45.200,21.857903
Seomjin,main_down,45.000,21.782970
Seomjin,main_down,44.800,21.690481
Seomjin,main_down,44.600,21.555849
Seomjin,main_down,44.400,21.429295
Seomjin,main_down,44.200,21.310339
Seomjin,main_down,44.000,21.158686
Seomjin,main_down,43.800,20.997923
Seomjin,main_down,43.600,20.849096
Seomjin,main_down,43.400,20.679878
Seomjin,main_down,43.200,20.537216
Seomjin,main_down,43.000,20.448765
Seomjin,main_down,42.800,20.320635
Seomjin,main_down,42.600,20.222260
Seomjin,main_down,42.526,20.207069
Seomjin,main_down,42.400,20.197096
Seomjin,main_down,42.200,20.151234
Seomjin,main_down,42.000,20.037794
Seomjin,main_down,41.800,19.836761
Seomjin,main_down,41.614,19.614462
Seomjin,main_down,41.400,19.466789
Seomjin,main_down,41.200,19.295860
Seomjin,main_down,41.000,19.101961
Seomjin,main_down,40.800,18.981586
Seomjin,main_down,40.600,18.876892
Seomjin,main_down,40.400,18.694880
Seomjin,main_down,40.200,18.482996
Seomjin,main_down,40.000,18.200485
Seomjin,main_down,39.800,17.942619
Seomjin,main_down,39.600,17.763268
Seomjin,main_down,39.400,17.632868
Seomjin,main_down,39.200,17.622082
Seomjin,main_down,39.000,17.525909
Seomjin,main_down,38.800,17.356712
Seomjin,main_down,38.600,16.993366
Seomjin,main_down,38.400,16.780445
Seomjin,main_down,38.200,16.846867
Seomjin,main_down,38.000,16.756416
Seomjin,main_down,37.800,16.589237
Seomjin,main_down,37.600,16.512505
Seomjin,main_down,37.400,16.448050
Seomjin,main_down,37.200,16.241852
Seomjin,main_down,37.000,16.021255
Seomjin,main_down,36.948,15.890970
Seomjin,main_down,36.800,15.852972
Seomjin,main_down,36.600,15.763833
Seomjin,main_down,36.400,15.595341
Seomjin,main_down,36.200,15.470402
Seomjin,main_down,36.000,15.377602
Seomjin,main_down,35.800,15.231842
Seomjin,main_down,35.600,15.067038
Seomjin,main_down,35.400,14.890682
Seomjin,main_down,35.200,14.725333
Seomjin,main_down,35.000,14.655285
Seomjin,main_down,34.858,14.601472
Seomjin,main_down,34.800,14.526832
Seomjin,main_down,34.600,14.377758
Seomjin,main_down,34.400,14.202264
Seomjin,main_down,34.200,14.053457
Seomjin,main_down,34.000,13.921980
Seomjin,main_down,33.800,13.854973
Seomjin,main_down,33.500,13.817189
Seomjin,main_down,33.390,13.769900
Seomjin,main_down,33.000,13.684643
Seomjin,main_down,32.942,13.589640
Seomjin,main_down,32.500,13.320696
Seomjin,main_down,32.000,12.895333
Seomjin,main_down,31.500,12.547414
Seomjin,main_down,31.000,12.294814
Seomjin,main_down,30.500,12.002695
Seomjin,main_down,30.000,11.674091
Seomjin,main_down,29.500,11.504580
Seomjin,main_down,29.000,11.381110
Seomjin,main_down,28.500,11.019359
Seomjin,main_down,28.000,10.592879
Seomjin,main_down,27.500,10.288491
Seomjin,main_down,27.000,10.009457
Seomjin,main_down,26.500,9.736175
Seomjin,main_down,26.000,9.452548
Seomjin,main_down,25.500,9.226038
Seomjin,main_down,25.000,9.029732
Seomjin,main_down,24.500,8.857117
Seomjin,main_down,24.000,8.660056
Seomjin,main_down,23.500,8.370548
Seomjin,main_down,23.000,8.129496
Seomjin,main_down,22.500,7.992118
Seomjin,main_down,22.000,7.883437
Seomjin,main_down,21.679,7.779282
Seomjin,main_down,21.500,7.661753
Seomjin,main_down,21.000,7.474680
Seomjin,main_down,20.500,7.253604
Seomjin,main_down,20.000,7.098595
Seomjin,main_down,19.926,6.995249
Seomjin,main_down,19.500,6.832947
Seomjin,main_down,19.000,6.624930
Seomjin,main_down,18.500,6.453353
Seomjin,main_down,18.000,6.296290
Seomjin,main_down,17.500,6.093798
Seomjin,main_down,17.000,5.925428
Seomjin,main_down,16.516,5.814469
Seomjin,main_down,16.000,5.640919
Seomjin,main_down,15.500,5.350080
Seomjin,main_down,15.000,5.075724
Seomjin,main_down,14.797,4.911696
Seomjin,main_down,14.500,4.794919
Seomjin,main_down,14.353,4.679141
Seomjin,main_down,14.000,4.539718
Seomjin,main_down,13.736,4.420965
Seomjin,main_down,13.500,4.331123
Seomjin,main_down,13.000,4.243746
Seomjin,main_down,12.836,4.177342
Seomjin,main_down,12.500,4.109235
Seomjin,main_down,12.000,3.973904
Seomjin,main_down,11.500,3.754434
Seomjin,main_down,11.000,3.522798
Seomjin,main_down,10.500,3.397011
Seomjin,main_down,10.144,3.361666
Seomjin,main_down,10.000,3.311972
Seomjin,main_down,9.923,3.253441
Seomjin,main_down,9.500,3.182529
Seomjin,main_down,9.000,3.053812
